loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
16000, 60 months,19.42,418.76,D,D3,10+ years,RENT,36000,Debt consolidation,1,4078,1239.02,0,418.76,2,0,0,21377,9696,3500,9977,0
40000, 36 months,10.07,1292.01,B,B2,8 years,OWN,8000,Debt consolidation,0,62248,9021.69,0,1292.01,1,0,0,238349,85439,25100,49493,0
21000, 36 months,5.31,632.32,A,A1,5 years,MORTGAGE,46000,Medical expenses,0,4134,0,0,0,1,0,0,290786,17077,33600,28686,0
10000, 60 months,19.42,261.73,D,D3,10+ years,MORTGAGE,40000,Debt consolidation,0,9550,1574.94,0,277.08,6,0,0,254810,24336,11600,16158,0
10000, 60 months,19.42,261.73,D,D3,10+ years,MORTGAGE,117500,Debt consolidation,0,46522,1821.32,0,261.73,8,0,0,726544,81612,77800,42644,0
19200, 36 months,14.52,661.08,C,C3,< 1 year,RENT,35000,Other,0,682,3968.55,33.05,694.13,2,0,0,40404,36300,3300,36604,0
17000, 60 months,10.56,365.91,B,B3,nan,MORTGAGE,65000,Credit card refinancing,0,16981,2175.51,0,365.91,6,0,0,502800,16981,21300,0,0
35000, 60 months,9.58,736.44,B,B1,3 years,RENT,200000,Debt consolidation,2,54369,5173.27,36.82,736.44,3,0,0,871894,54369,167000,0,0
30000, 60 months,19.42,785.17,D,D3,10+ years,MORTGAGE,105000,Debt consolidation,1,12326,4717.91,39.26,824.43,0,0,0,30900,12326,8300,0,0
10000, 36 months,14.52,344.31,C,C3,10+ years,RENT,18202,Other,0,3854,1369.17,0,344.31,2,0,0,34054,27826,4000,26054,0
21200, 60 months,18.45,543.55,D,D2,5 years,OWN,43000,Debt consolidation,2,9547,2152.47,0,543.55,20,0,0,84218,37936,23400,34118,0
35000, 60 months,14.03,814.94,C,C2,10+ years,RENT,67000,Debt consolidation,1,1639,4047.42,0,814.94,9,0,0,73100,35767,25100,43000,0
16000, 60 months,14.52,376.62,C,C3,1 year,OWN,100000,Debt consolidation,2,9451,2623.43,0,376.62,11,0,0,43290,10755,17600,14690,0
20000, 36 months,14.03,683.85,C,C2,2 years,MORTGAGE,199600,Business,1,10214,1352.11,0,683.85,7,0,0,85234,53600,11200,60734,0
36000, 60 months,21.85,991.22,D,D5,3 years,RENT,40000,Debt consolidation,1,12034,7025.94,0,991.22,3,0,0,35893,19030,12800,13993,0
11200, 36 months,21.85,426.87,D,D5,4 years,RENT,124800,Debt consolidation,0,11883,434.61,21.34,448.21,11,0,0,141135,120314,8400,128735,0
6000, 36 months,9.58,192.43,B,B1,< 1 year,MORTGAGE,40000,Home improvement,0,7013,1330.15,0,192.43,6,0,0,210935,24231,27700,28331,0
7000, 36 months,7.46,217.62,A,A4,7 years,MORTGAGE,60000,Home improvement,0,3125,1527.52,0,217.62,4,0,0,388218,180057,12500,173318,0
12000, 36 months,20.39,448.36,D,D4,8 years,RENT,45000,Debt consolidation,0,11379,2228.21,0,448.36,1,0,0,43770,28064,14300,8000,0
10000, 36 months,13.06,337.23,C,C1,10+ years,RENT,141000,Debt consolidation,1,6738,1004.43,0,337.23,13,0,0,173542,123806,38000,129942,0
10000, 36 months,10.07,323.01,B,B2,4 years,RENT,90000,Debt consolidation,0,16887,1286.45,0,323.01,7,0,0,69096,45484,16100,41380,0
30000, 60 months,11.05,653.03,B,B4,10+ years,RENT,104000,Medical expenses,0,0,4552.79,0,653.03,3,0,0,50547,15314,14300,28747,0
20000, 60 months,20.39,534.23,D,D4,< 1 year,RENT,62500,Debt consolidation,1,9132,2736.43,0,534.23,5,0,0,58607,42573,10000,39107,0
10500, 60 months,15.49,252.51,C,C4,nan,OWN,21336,Other,1,0,9448.74,0,252.51,3,0,0,75547,43244,3000,56347,0
7200, 36 months,15.49,251.33,C,C4,2 years,RENT,75000,Moving and relocation,0,23295,1250.45,0,251.33,6,0,0,64885,51010,21000,36885,0
6400, 36 months,15.49,223.4,C,C4,2 years,MORTGAGE,20000,Home improvement,0,7211,1558.29,0,223.4,7,0,0,34179,23676,3500,21979,0
40000, 60 months,12.13,892.41,B,B5,10+ years,MORTGAGE,109000,Major purchase,1,7553,2650.27,0,892.41,2,0,0,277220,31348,22100,32042,0
6000, 36 months,13.06,202.34,C,C1,2 years,RENT,96000,Debt consolidation,0,7437,1427.03,15,404.68,9,0,0,99071,74977,11500,80371,0
35000, 60 months,26.77,1063.94,E,E5,nan,MORTGAGE,111000,Credit card refinancing,3,28158,7395.53,0,1063.94,5,0,0,353100,28158,29500,0,0
30000, 60 months,21.85,826.02,D,D5,1 year,MORTGAGE,40000,Debt consolidation,0,8068,4093.68,0,826.02,7,0,0,33025,10552,24000,2625,0
10000, 36 months,12.13,332.77,B,B5,< 1 year,RENT,36000,Credit card refinancing,0,8428,658.8,0,332.77,5,0,0,57852,42882,15000,35952,0
7500, 36 months,19.42,276.52,D,D3,1 year,MORTGAGE,45000,Debt consolidation,0,7508,1021.47,15,100,2,0,0,181200,50895,5900,50005,0
10000, 60 months,28.72,315.72,F,F1,3 years,MORTGAGE,80000,Debt consolidation,3,15243,1562.64,0,315.72,9,0,0,332573,92434,29400,101421,0
26400, 36 months,10.56,858.82,B,B3,nan,RENT,23820,Debt consolidation,0,1491,4278.61,0,858.82,0,0,0,8000,1491,5000,0,0
40000, 60 months,12.13,892.41,B,B5,9 years,MORTGAGE,194000,Major purchase,0,0,1730.91,0,892.41,5,0,0,26400,0,9500,0,0
35000, 36 months,16.46,1238.46,C,C5,< 1 year,RENT,120000,Moving and relocation,0,9169,8637.21,0,1238.46,3,0,0,38336,26853,9500,25836,0
5000, 36 months,19.42,184.35,D,D3,7 years,RENT,54000,Debt consolidation,0,589,1294.94,0,184.35,4,0,0,18103,12123,600,16703,0
8000, 36 months,9.58,256.57,B,B1,10+ years,RENT,80000,Debt consolidation,0,11366,765.45,0,256.57,1,0,0,76162,32660,20700,50462,0
24000, 60 months,19.42,628.14,D,D3,10+ years,MORTGAGE,95661,Debt consolidation,1,21211,4371.09,0,628.14,8,0,0,150201,70077,55150,60551,0
12000, 60 months,15.49,288.58,C,C4,2 years,RENT,54000,Debt consolidation,0,15099,2009.73,0,288.58,8,0,0,68990,55928,15150,47340,0
5000, 36 months,13.06,168.62,C,C1,nan,MORTGAGE,64000,Home improvement,0,2904,670.85,0,168.62,13,0,0,12600,2904,7000,0,0
40000, 60 months,14.03,931.36,C,C2,10+ years,MORTGAGE,110630,Other,1,3011,4625.62,0,931.36,1,0,0,259338,12877,29000,30088,0
13750, 36 months,11.05,450.49,B,B4,8 years,OWN,89000,Credit card refinancing,0,12544,3190.03,45.04,923.5,3,0,0,214736,67257,12800,69620,0
28000, 60 months,14.03,651.95,C,C2,9 years,MORTGAGE,17604,Debt consolidation,1,4752,3889.88,0,651.95,2,0,0,241183,26879,12300,48383,0
20000, 36 months,8.08,627.47,A,A5,10+ years,RENT,77000,Credit card refinancing,1,20800,2500.9,0,627.47,1,0,0,49400,20800,46900,0,0
15000, 36 months,14.52,516.47,C,C3,< 1 year,RENT,50000,Debt consolidation,0,6331,3651.59,25.82,516.47,9,0,0,29809,20962,6700,17709,0
40000, 60 months,10.07,851.27,B,B2,5 years,MORTGAGE,97000,Debt consolidation,0,42377,4233.97,0,851.27,2,0,0,425037,223885,12100,195147,0
33600, 60 months,15.49,808.01,C,C4,10+ years,MORTGAGE,59250,Debt consolidation,2,2059,2452.95,0,808.01,4,0,0,164914,18425,3000,19692,0
14000, 60 months,19.42,366.42,D,D3,1 year,MORTGAGE,34344,Car financing,0,9867,449.5,0,464.6,1,0,0,40207,31607,5000,27607,0
8000, 36 months,15.49,279.25,C,C4,5 years,OWN,35000,Credit card refinancing,1,4322,1947.87,0,279.25,8,0,0,7700,4322,5000,0,0
21000, 36 months,21.85,800.38,D,D5,10+ years,MORTGAGE,30000,Debt consolidation,1,8219,4076.41,0,100,0,0,0,121900,8219,6800,0,0
15000, 36 months,12.13,499.15,B,B5,4 years,RENT,27000,Debt consolidation,0,7488,3483.94,0,499.15,2,0,0,21800,7488,20500,0,0
15400, 60 months,21.85,424.02,D,D5,8 years,RENT,60000,Debt consolidation,1,2469,1274.57,21.2,445.22,7,0,0,37530,23952,9400,26130,0
10000, 36 months,20.39,373.63,D,D4,9 years,RENT,35500,Debt consolidation,1,0,745.3,18.68,383,7,0,0,22828,14502,2400,20428,0
10000, 60 months,14.52,235.39,C,C3,4 years,RENT,75000,Other,1,5553,1639.66,0,235.39,8,0,0,209851,129287,37100,127808,0
30000, 60 months,14.52,706.17,C,C3,nan,MORTGAGE,125000,Debt consolidation,0,19020,4990.76,0,706.17,0,0,0,42230,26737,12200,17730,0
7000, 36 months,10.07,226.11,B,B2,10+ years,RENT,70000,Debt consolidation,1,28734,1623.85,45,241.11,4,0,0,96297,45089,76500,19797,0
6000, 36 months,16.46,212.31,C,C5,< 1 year,RENT,32000,Moving and relocation,0,10213,0,0,0,1,0,0,56084,59351,8700,46184,0
15000, 36 months,18.45,545.68,D,D2,5 years,MORTGAGE,75000,Debt consolidation,0,10840,3935.82,54.56,545.68,3,0,0,199616,88903,10000,85566,0
10150, 36 months,10.56,330.19,B,B3,5 years,OWN,35370,Credit card refinancing,2,2554,1975.19,0,330.19,8,0,0,74884,51899,11000,54184,0
14000, 36 months,6.83,431.2,A,A3,10+ years,RENT,150000,Credit card refinancing,2,47991,3013.09,0,431.2,12,0,0,272306,174256,46400,189006,0
9000, 36 months,19.42,331.82,D,D3,6 years,MORTGAGE,62000,Home improvement,0,1109,707.34,0,331.82,4,0,0,95301,45697,2000,41833,0
7000, 36 months,14.52,241.02,C,C3,2 years,MORTGAGE,48000,Home improvement,0,9621,959.41,0,241.02,1,0,0,216649,68472,9700,65067,0
3500, 36 months,16.46,123.85,C,C5,< 1 year,RENT,31000,Debt consolidation,2,2978,868.56,0,123.85,6,0,0,37691,24833,15400,22291,0
20000, 60 months,15.49,480.96,C,C4,3 years,MORTGAGE,50000,Debt consolidation,0,10272,1906.63,0,480.96,2,0,0,34992,30169,12000,22992,0
10000, 36 months,12.13,332.77,B,B5,< 1 year,RENT,60000,Debt consolidation,2,7545,1989.88,0,332.77,6,0,0,57850,31764,22200,30450,0
15000, 36 months,9.58,481.06,B,B1,2 years,RENT,100000,Debt consolidation,0,17544,3359.44,0,481.06,6,0,0,83857,31380,33700,29957,0
9000, 36 months,14.52,309.88,C,C3,nan,MORTGAGE,38500,Debt consolidation,1,8693,1542.14,0,309.88,4,0,0,46871,15876,16100,17671,0
21000, 36 months,14.03,718.04,C,C2,6 years,RENT,100000,Moving and relocation,1,21680,1419.71,0,718.04,4,0,0,88160,68178,30000,54660,0
10000, 60 months,18.45,256.39,D,D2,2 years,RENT,101200,Credit card refinancing,0,34746,246.14,0,256.39,3,0,0,174798,113622,66900,100398,0
35000, 60 months,19.42,916.03,D,D3,9 years,OWN,65000,Vacation,0,12267,6374.45,0,916.03,11,0,0,88279,38823,37900,35879,0
11500, 60 months,17.47,288.72,D,D1,2 years,MORTGAGE,80000,Debt consolidation,0,7499,2032.21,0,288.72,0,0,0,62607,26392,23500,38107,0
30000, 36 months,23.87,1174.94,E,E2,10+ years,RENT,50000,Debt consolidation,0,15593,5834.92,0,1174.94,1,0,0,53339,21941,19900,24439,0
20000, 36 months,6.19,610.17,A,A2,10+ years,MORTGAGE,78000,Debt consolidation,0,4410,4745.67,91.53,1000,2,0,0,427751,31266,10400,51273,0
10000, 36 months,19.42,368.69,D,D3,< 1 year,RENT,32000,Business,0,12595,726.59,0,368.69,2,0,0,49953,29251,12600,35753,0
35000, 36 months,14.52,1205.08,C,C3,6 years,MORTGAGE,125000,Debt consolidation,1,27875,8520.27,0,1205.08,7,0,0,462397,90870,20000,66947,0
8000, 36 months,20.39,298.91,D,D4,10+ years,MORTGAGE,53000,Credit card refinancing,1,13846,887.67,0,298.91,3,0,0,212754,27994,4000,23126,0
28000, 36 months,6.83,862.39,A,A3,nan,MORTGAGE,89000,Credit card refinancing,0,28324,2576.55,0,862.39,7,0,0,334591,33738,58100,7281,0
5000, 36 months,6.83,154,A,A3,6 years,RENT,28800,Debt consolidation,0,3280,0,0,0,2,0,0,29043,22861,1800,21743,0
10000, 36 months,19.42,368.69,D,D3,7 years,RENT,57600,Debt consolidation,1,2514,726.59,0,368.69,4,0,0,48919,38708,18300,30019,0
30000, 60 months,13.06,683.52,C,C1,1 year,RENT,120000,Debt consolidation,0,27703,4113.53,34.18,683.52,1,0,0,264449,246236,23100,215449,0
15000, 60 months,11.05,326.52,B,B4,6 years,RENT,88000,Vacation,1,3088,1949.91,0,326.52,7,0,0,145285,86066,25400,112685,0
28000, 36 months,14.52,964.07,C,C3,10+ years,MORTGAGE,121000,Debt consolidation,0,71012,5792.63,0,964.07,3,0,0,531758,117697,77300,72580,0
30000, 60 months,20.39,801.35,D,D4,5 years,OWN,120000,Home improvement,0,12590,2370.07,0,801.35,11,0,0,562851,36422,15000,25351,0
9000, 36 months,10.07,290.71,B,B2,10+ years,MORTGAGE,64000,Credit card refinancing,0,6889,1157.8,0,290.71,2,0,0,61288,35724,12300,45888,0
35000, 60 months,17.47,878.71,D,D1,nan,MORTGAGE,120000,Home buying,1,6966,2602.16,0,878.71,2,0,0,387301,6966,45400,0,0
10000, 36 months,10.07,323.01,B,B2,10+ years,RENT,124000,Major purchase,1,50,1286.45,0,323.01,4,0,0,33304,19809,4400,25404,0
40000, 60 months,30.65,1310.16,F,F4,9 years,RENT,170000,Debt consolidation,1,12947,4054.38,65.51,1400,7,0,0,102633,75650,13600,80533,0
5000, 36 months,15.49,174.53,C,C4,3 years,MORTGAGE,82600,Home improvement,0,20579,157.33,0,161.63,1,0,0,304530,110471,21500,77135,0
24000, 36 months,11.05,786.3,B,B4,10+ years,RENT,87000,Medical expenses,0,4068,4703.07,0,786.3,3,0,0,54856,28924,17300,32556,0
8000, 36 months,17.47,287.1,D,D1,5 years,MORTGAGE,70000,Debt consolidation,0,4035,0,0,0,5,0,0,44905,40858,3400,38890,0
37800, 60 months,20.39,1009.69,D,D4,3 years,MORTGAGE,276000,Debt consolidation,3,46296,4165.56,0,1009.69,27,0,0,709725,331411,41000,337923,0
20000, 60 months,25.81,596.57,E,E4,4 years,RENT,45000,Credit card refinancing,1,17335,2357.6,0,596.57,9,0,0,68100,17335,49100,0,0
40000, 60 months,16.46,982.53,C,C5,10+ years,OWN,186000,Credit card refinancing,0,29707,0,0,0,1,0,0,53000,29707,40000,0,0
24000, 36 months,11.05,786.3,B,B4,2 years,RENT,65000,Business,0,4709,5568.01,78.64,2573.84,6,0,0,25400,4709,24900,0,0
3600, 36 months,24.84,142.84,E,E3,3 years,RENT,43000,Other,1,6908,280.71,0,142.84,4,0,0,100003,103931,6500,92803,0
35000, 60 months,14.52,823.86,C,C3,4 years,RENT,115000,Debt consolidation,3,9033,1626.49,41.19,830.86,8,0,0,76495,42009,22900,53595,0
30000, 36 months,12.13,998.3,B,B5,nan,OWN,10000,Credit card refinancing,0,38684,7058.24,49.92,998.3,3,0,0,242892,47424,35800,9692,0
7000, 36 months,10.56,227.72,B,B3,10+ years,MORTGAGE,65000,Home improvement,0,4812,1140.65,0,227.72,3,0,0,166218,35520,12000,36518,0
10000, 60 months,17.47,251.06,D,D1,5 years,RENT,65000,Credit card refinancing,0,2474,994.53,0,251.06,6,0,0,90310,90230,2500,85610,0
32600, 36 months,7.46,1013.47,A,A4,10+ years,MORTGAGE,50000,Debt consolidation,0,3473,5981.68,0,1013.47,2,0,0,223143,10999,10700,10000,0
25000, 60 months,18.45,640.98,D,D2,5 years,MORTGAGE,145000,Other,2,0,0,0,0,2,0,0,15100,0,15100,0,0
40000, 60 months,11.05,870.7,B,B4,5 years,MORTGAGE,80000,Other,0,3315,8682.44,0,870.7,4,0,0,235519,24903,25000,37819,0
5000, 36 months,9.58,160.36,B,B1,5 years,OWN,40000,Debt consolidation,0,4050,829.14,30,175.36,1,0,0,28210,21978,4000,12837,0
4800, 36 months,17.47,172.26,D,D1,10+ years,RENT,50000,Credit card refinancing,2,13497,512.12,0,172.26,15,0,0,78814,58450,13100,53914,0
5000, 36 months,11.05,163.82,B,B4,10+ years,OWN,33000,Credit card refinancing,1,13484,1146.74,0,163.82,4,0,0,162283,32054,17500,25183,0
24275, 36 months,17.47,871.16,D,D1,1 year,MORTGAGE,75000,Debt consolidation,0,30604,1718.76,0,871.16,6,0,0,368841,97158,49000,94100,0
15000, 36 months,13.06,505.85,C,C1,8 years,RENT,82000,Business,1,1950,2535.85,0,505.85,2,0,0,21250,21958,6500,12250,0
10000, 60 months,18.45,256.39,D,D2,5 years,MORTGAGE,295000,Debt consolidation,3,10683,1271.7,0,256.39,3,0,0,693984,50387,7400,47662,0
16000, 60 months,14.52,376.62,C,C3,8 years,RENT,58000,Debt consolidation,1,3472,2623.43,0,376.62,5,0,0,42800,19542,22800,16000,0
24000, 60 months,21.85,660.81,D,D5,3 years,MORTGAGE,100000,Debt consolidation,1,6597,4596.54,0,660.81,18,0,0,93605,67444,11600,75805,0
5000, 36 months,16.46,176.93,C,C5,1 year,RENT,61000,Debt consolidation,0,3926,703.15,0,176.93,19,0,0,86275,65228,9700,66375,0
6400, 36 months,13.06,215.83,C,C1,5 years,MORTGAGE,42000,Debt consolidation,2,2471,1506.17,0,215.83,22,0,0,157297,164594,8200,133697,0
30000, 60 months,25.81,894.85,E,E4,4 years,MORTGAGE,300000,Debt consolidation,2,762,6220.93,0,894.85,10,0,0,478880,90712,4600,92698,0
10000, 36 months,12.13,332.77,B,B5,3 years,RENT,35000,Debt consolidation,3,205,2005.15,0,332.77,2,0,0,17970,11164,300,17670,0
17500, 60 months,25.81,522,E,E4,2 years,RENT,98000,Debt consolidation,1,15938,1540.91,0,522,6,0,0,84366,37720,36400,39466,0
32000, 36 months,13.06,1079.14,C,C1,8 years,RENT,80236,Debt consolidation,2,26006,0,0,0,7,0,0,429379,237646,28800,195778,0
20000, 60 months,13.06,455.68,C,C1,3 years,MORTGAGE,57485,Debt consolidation,0,5839,1808.21,0,455.68,6,0,0,97155,5839,11300,0,0
10000, 60 months,14.03,232.84,C,C2,10+ years,MORTGAGE,60000,Car financing,1,9729,1389.25,0,232.84,3,0,0,47771,16702,19400,11571,0
7200, 36 months,19.42,265.46,D,D3,2 years,RENT,70000,Debt consolidation,1,5066,1054.07,0,265.46,1,0,0,51181,44656,4800,33303,0
10000, 36 months,9.58,320.71,B,B1,5 years,RENT,50000,Debt consolidation,0,4238,2255.69,16.04,320.71,9,0,0,73110,40653,22700,44755,0
30000, 60 months,25.81,894.85,E,E4,10+ years,OWN,78000,Debt consolidation,0,8866,3736.38,0,894.85,10,0,0,267119,42188,4800,36939,0
6000, 36 months,10.07,193.81,B,B2,3 years,RENT,83000,Credit card refinancing,0,8982,2159.5,0,193.81,9,0,0,87408,68240,1900,60408,0
20000, 36 months,15.49,698.12,C,C4,4 years,RENT,152000,Debt consolidation,0,126124,4171.51,0,698.12,4,0,0,193799,137962,128500,25000,0
7200, 36 months,15.49,251.33,C,C4,3 years,OWN,29600,Debt consolidation,4,13496,1250.45,0,251.33,0,0,0,22055,18363,14350,7705,0
28700, 60 months,13.06,653.9,C,C1,3 years,RENT,89000,Debt consolidation,1,5630,4644.49,0,653.9,7,0,0,257273,257138,30500,216573,0
21000, 60 months,20.39,560.94,D,D4,9 years,MORTGAGE,68000,Debt consolidation,0,38979,1659.03,0,560.94,3,0,0,200220,38979,32000,0,0
35000, 60 months,17.47,878.71,D,D1,10+ years,MORTGAGE,85000,Debt consolidation,2,1596,1723.45,0,878.71,9,0,0,270735,19716,6000,56390,0
30000, 60 months,26.77,911.95,E,E5,4 years,RENT,56000,Debt consolidation,1,758,21779.28,0,911.95,6,0,0,36049,31892,500,31549,0
2000, 36 months,22.9,77.32,E,E1,10+ years,RENT,60192,Other,1,4878,384.06,0,77.32,6,0,0,33140,16478,1600,27240,0
15000, 60 months,24.84,438.87,E,E3,7 years,MORTGAGE,3098500,Credit card refinancing,0,6759,1295.91,0,438.87,13,0,0,134483,12776,6300,7444,0
18000, 36 months,15.49,628.31,C,C4,< 1 year,RENT,127000,Major purchase,1,1010,1241.13,0,628.31,5,0,0,49992,52304,4900,45092,0
3600, 36 months,10.56,117.12,B,B3,nan,MORTGAGE,70000,Major purchase,0,4920,349.25,0,117.12,5,0,0,191904,7400,17800,22370,0
25000, 36 months,20.39,934.07,D,D4,10+ years,OWN,71157,Debt consolidation,1,8317,3707.96,0,934.07,7,0,0,45266,30208,11300,28966,0
40000, 60 months,29.69,1286.53,F,F2,6 years,MORTGAGE,38400,Major purchase,0,25201,8939.73,0,1286.53,3,0,0,129545,85205,10000,79045,0
25000, 36 months,14.03,854.81,C,C2,9 years,MORTGAGE,125000,Credit card refinancing,2,39357,5799.75,0,854.81,4,0,0,448178,48907,54100,13378,0
25000, 36 months,21.85,952.83,D,D5,5 years,OWN,4260016,Other,0,4118,3780.97,0,952.83,3,0,0,101845,45032,9400,42945,0
12000, 60 months,20.39,320.54,D,D4,3 years,RENT,120000,Credit card refinancing,1,25606,1268.57,0,320.54,3,0,0,117036,97739,20500,90236,0
10000, 60 months,18.45,256.39,D,D2,6 years,MORTGAGE,46000,Debt consolidation,2,2162,1015.31,0,256.39,10,0,0,347327,98342,21400,92916,0
5000, 36 months,10.07,161.51,B,B2,4 years,MORTGAGE,45000,Credit card refinancing,0,1551,1127.77,15,161.51,4,0,0,245549,18145,4000,23683,0
10200, 60 months,9.58,214.62,B,B1,2 years,MORTGAGE,60000,Home improvement,0,828,853.05,0,214.62,2,0,0,392304,30061,25100,30345,0
10000, 60 months,14.52,235.39,C,C3,7 years,RENT,75000,Debt consolidation,0,22319,1404.27,0,235.39,3,0,0,60627,47199,27400,23927,0
8000, 36 months,14.52,275.45,C,C3,5 years,RENT,47000,Home improvement,0,5144,1950.74,0,275.45,3,0,0,24510,15114,5300,10710,0
23000, 60 months,19.42,601.97,D,D3,6 years,MORTGAGE,40000,Home improvement,0,2128,1179.13,0,601.97,1,0,0,9500,2128,9500,0,0
38500, 36 months,6.19,1174.57,A,A2,10+ years,MORTGAGE,85000,Home improvement,0,9717,8208.75,0,1174.57,5,0,0,97982,26835,47100,28182,0
30000, 36 months,5.31,903.31,A,A1,4 years,MORTGAGE,43000,Credit card refinancing,0,78722,2661.26,0,903.31,2,0,0,757717,108617,18700,66317,0
40000, 36 months,20.39,1494.51,D,D4,10+ years,MORTGAGE,115000,Debt consolidation,0,4886,10506.89,0,1494.51,13,0,0,360297,37337,2000,45980,0
5000, 36 months,9.58,160.36,B,B1,nan,OWN,70000,Debt consolidation,0,18928,1319.86,0,360.36,9,0,0,95600,18928,75200,0,0
15000, 36 months,17.47,538.31,D,D1,< 1 year,RENT,60000,Credit card refinancing,0,14630,2138.68,0,538.31,6,0,0,35245,25715,21500,12745,0
13000, 60 months,25.81,387.77,E,E4,4 years,MORTGAGE,38000,Debt consolidation,0,3495,1920.21,0,387.77,5,0,0,74606,7602,4900,5604,0
16000, 60 months,21.85,440.54,D,D5,2 years,OWN,100000,Debt consolidation,2,19024,861.66,0,440.54,6,0,0,81009,60118,30600,47109,0
7500, 36 months,15.49,261.8,C,C4,10+ years,MORTGAGE,75000,Credit card refinancing,0,25063,255.35,0,261.8,8,0,0,175013,61264,57000,54813,0
25000, 36 months,14.52,860.77,C,C3,10+ years,RENT,300000,Other,2,91259,5144.45,0,860.77,1,0,0,176731,131321,111200,25000,0
25000, 36 months,5.31,752.76,A,A1,10+ years,OWN,78000,Credit card refinancing,0,31962,5295.13,0,752.76,2,0,0,293539,61589,73700,41889,0
2600, 36 months,18.45,94.59,D,D2,2 years,MORTGAGE,60000,Home buying,0,1682,91.93,0,94.59,9,0,0,275908,61308,5000,85531,0
3500, 36 months,11.05,114.67,B,B4,nan,MORTGAGE,31950,Debt consolidation,0,5189,580.92,0,124.39,1,0,0,152142,99037,8000,84042,0
30000, 36 months,21.85,1143.39,D,D5,2 years,OWN,40000,Debt consolidation,1,3791,5498.45,0,1143.39,7,0,0,31605,27463,5000,24105,0
6000, 36 months,18.45,218.28,D,D2,8 years,MORTGAGE,46000,Major purchase,0,5403,866.97,0,218.28,5,0,0,133081,51136,2500,50671,0
5000, 36 months,26.77,203.51,E,E5,5 years,RENT,120000,Major purchase,1,0,399.58,0,203.51,0,0,0,1000,0,1000,0,0
15050, 60 months,25.81,448.92,E,E4,10+ years,MORTGAGE,64000,Credit card refinancing,1,7654,1325.18,0,448.92,7,0,0,342574,105222,14700,109594,0
11200, 60 months,14.52,263.64,C,C3,< 1 year,ANY,54000,Debt consolidation,1,2647,269.61,15,278.64,5,0,0,58777,29832,3900,42077,0
35000, 60 months,13.06,797.44,C,C1,3 years,RENT,108000,Debt consolidation,0,15775,4898.92,0,797.44,5,0,0,85661,57181,23500,43161,0
30000, 36 months,11.05,982.88,B,B4,nan,MORTGAGE,94000,Major purchase,2,4444,5878.86,0,1965.76,1,0,0,47100,4444,18400,0,0
14725, 36 months,17.47,528.44,D,D1,3 years,MORTGAGE,72000,Debt consolidation,0,11255,2166.61,52.84,554.86,3,0,0,376732,42252,16800,36681,0
19300, 36 months,23.87,755.88,E,E2,6 years,OWN,179356,Home buying,1,14345,3791.6,37.79,793.67,8,0,0,130011,57677,11500,71711,0
18000, 60 months,17.47,451.91,D,D1,4 years,MORTGAGE,157000,Debt consolidation,2,26551,1338.26,0,451.91,13,0,0,477639,91763,32500,85439,0
35000, 60 months,15.49,841.68,C,C4,2 years,OWN,70000,Credit card refinancing,0,21434,5959.79,0,939.83,2,0,0,65306,41592,23500,36806,0
5000, 36 months,12.13,166.39,B,B5,9 years,OWN,30000,Other,0,4540,1001.71,0,166.39,11,0,0,49801,9366,15000,5001,0
35000, 36 months,6.83,1077.99,A,A3,7 years,RENT,126000,Credit card refinancing,2,14365,7586.55,53.9,2209.88,10,0,0,157461,70836,48800,94261,0
7600, 36 months,26.77,309.34,E,E5,5 years,RENT,36000,Business,0,2636,1877.17,15.47,324.81,3,0,0,13771,11004,1900,10071,0
15000, 36 months,10.07,484.51,B,B2,10+ years,MORTGAGE,60000,Credit card refinancing,2,21143,3383.18,0,484.51,11,0,0,246894,42084,65700,31226,0
11200, 60 months,18.45,287.16,D,D2,10+ years,RENT,53683,Other,1,402,1137.16,0,287.16,2,0,0,800,402,800,0,0
15000, 60 months,26.77,455.98,E,E5,< 1 year,RENT,120000,Medical expenses,0,24926,1444.38,0,554.73,5,0,0,139610,102081,22800,114510,0
25000, 36 months,21.85,952.83,D,D5,1 year,RENT,80000,Debt consolidation,0,19648,6639.46,0,952.83,6,0,0,118400,26817,21500,12000,0
30000, 36 months,10.56,975.93,B,B3,3 years,RENT,150000,Other,0,1879,2892.59,0,975.93,6,0,0,80947,28091,35300,45347,0
25000, 36 months,17.47,897.18,D,D1,2 years,MORTGAGE,65000,Home improvement,1,17241,4603.49,0,1063.3,4,0,0,156226,82874,19800,70459,0
11100, 60 months,14.52,261.28,C,C3,4 years,RENT,43000,Other,1,8640,274.71,0,292.62,6,0,0,39016,23884,13400,15416,0
2400, 36 months,17.47,86.13,D,D1,10+ years,OWN,100000,Home improvement,2,6906,339.86,0,86.13,6,0,0,97312,54055,8800,79712,0
5000, 36 months,9.58,160.36,B,B1,nan,MORTGAGE,37000,Debt consolidation,1,4885,475.76,0,160.36,7,0,0,132399,48745,3100,49734,0
