,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,total_il_high_credit_limit,loan_condition
270446,20000, 60 months,15.49,480.96,C,C4,nan,MORTGAGE,97000.0,Debt consolidation,0.0,8088,1391.25,0.0,480.96,7.0,0.0,0.0,336266.0,19825.0,9000.0,18500.0,18500.0,0
270493,16500, 36 months,5.31,496.82,A,A1,10+ years,MORTGAGE,60900.0,Credit card refinancing,0.0,12934,3569.68,0.0,593.63,3.0,0.0,0.0,319819.0,44029.0,38200.0,44649.0,44649.0,0
270511,10000, 36 months,18.45,363.79,D,D2,< 1 year,RENT,32000.0,Other,0.0,2609,1081.12,0.0,363.79,10.0,0.0,0.0,47350.0,37947.0,3100.0,41150.0,41150.0,0
270533,32000, 60 months,11.05,696.56,B,B4,10+ years,MORTGAGE,121000.0,Debt consolidation,0.0,61530,2766.6,0.0,696.56,2.0,0.0,0.0,425376.0,74955.0,66500.0,53676.0,53676.0,0
270538,10000, 36 months,10.56,325.31,B,B3,10+ years,OWN,75000.0,Other,0.0,12528,319.44,0.0,325.31,8.0,0.0,0.0,442991.0,33424.0,4500.0,21291.0,21291.0,0
270543,25000, 36 months,12.13,831.92,B,B5,5 years,OWN,109000.0,Home improvement,1.0,3171,1646.99,0.0,831.92,6.0,0.0,0.0,418555.0,3171.0,18500.0,0.0,0.0,0
270557,35000, 60 months,21.85,963.68,D,D5,3 years,RENT,35000.0,Home buying,1.0,3120,3812.23,0.0,963.68,6.0,0.0,0.0,36750.0,27644.0,14200.0,21298.0,21298.0,0
270580,26675, 36 months,28.72,1113.78,F,F1,10+ years,MORTGAGE,62500.0,Debt consolidation,3.0,68573,7920.97,111.38,1113.78,5.0,0.0,0.0,524377.0,68573.0,62300.0,0.0,0.0,0
270593,22000, 60 months,18.45,564.06,D,D2,nan,MORTGAGE,32000.0,Debt consolidation,1.0,8662,1669.4,0.0,564.06,9.0,0.0,0.0,280586.0,75765.0,8700.0,75638.0,75638.0,0
270612,10000, 60 months,14.52,235.39,C,C3,5 years,RENT,34500.0,Debt consolidation,0.0,5548,1639.66,0.0,235.39,2.0,0.0,0.0,9500.0,5548.0,5000.0,0.0,0.0,0
270628,35000, 60 months,14.52,823.86,C,C3,nan,MORTGAGE,72000.0,Debt consolidation,0.0,14204,5738.79,0.0,823.86,1.0,0.0,0.0,42672.0,23025.0,21700.0,17972.0,17972.0,0
270649,35000, 36 months,24.84,1388.64,E,E3,2 years,RENT,150000.0,Debt consolidation,0.0,32390,1340.34,0.0,1388.64,7.0,0.0,0.0,103143.0,50328.0,61400.0,37243.0,37243.0,0
270651,20000, 36 months,11.05,655.25,B,B4,2 years,RENT,55000.0,Credit card refinancing,0.0,4002,3280.63,0.0,671.91,10.0,0.0,0.0,50274.0,8262.0,29400.0,15174.0,15174.0,0
270655,24000, 60 months,13.06,546.82,C,C1,2 years,MORTGAGE,44000.0,Debt consolidation,2.0,7401,1076.23,0.0,546.82,4.0,0.0,0.0,257877.0,55417.0,16000.0,58019.0,58019.0,0
270672,25000, 36 months,14.52,860.77,C,C3,10+ years,MORTGAGE,40858.0,Debt consolidation,0.0,8208,3432.91,10.0,10.0,9.0,0.0,0.0,222950.0,36163.0,23600.0,30268.0,30268.0,0
270713,32000, 60 months,14.52,753.24,C,C3,3 years,RENT,120000.0,Debt consolidation,1.0,23847,2233.91,0.0,753.24,5.0,0.0,0.0,154241.0,132575.0,34500.0,107841.0,107841.0,0
270727,15000, 36 months,10.07,484.51,B,B2,10+ years,MORTGAGE,45000.0,Debt consolidation,3.0,39997,3383.18,0.0,484.51,2.0,0.0,0.0,229600.0,45302.0,0.0,9500.0,9500.0,0
270794,24000, 60 months,20.39,641.08,D,D4,7 years,RENT,50000.0,Debt consolidation,1.0,21233,1254.97,0.0,641.08,1.0,0.0,0.0,52400.0,36774.0,31100.0,20000.0,20000.0,0
270818,20000, 36 months,11.05,655.25,B,B4,1 year,RENT,30000.0,Debt consolidation,1.0,1854,4574.47,0.0,655.25,3.0,0.0,0.0,31700.0,14239.0,6800.0,15000.0,15000.0,0
270828,3000, 36 months,14.03,102.58,C,C2,4 years,RENT,36000.0,Other,2.0,816,715.72,0.0,102.58,6.0,0.0,0.0,5578.0,1695.0,1000.0,1978.0,1978.0,0
270830,24000, 60 months,14.03,558.82,C,C2,6 years,MORTGAGE,26000.0,Debt consolidation,0.0,4833,3893.03,0.0,558.82,4.0,0.0,0.0,433843.0,51646.0,4800.0,60481.0,60481.0,0
270843,5000, 36 months,10.07,161.51,B,B2,5 years,MORTGAGE,38480.0,Other,0.0,1026,643.24,0.0,161.51,5.0,0.0,0.0,162696.0,6502.0,4500.0,8000.0,8000.0,0
270853,10000, 36 months,16.46,353.85,C,C5,10+ years,MORTGAGE,55000.0,Debt consolidation,2.0,13864,1406.26,0.0,353.85,14.0,0.0,0.0,314816.0,23750.0,23600.0,23726.0,23726.0,0
270857,8000, 36 months,18.45,291.03,D,D2,10+ years,RENT,85000.0,Debt consolidation,0.0,19419,1155.92,0.0,291.03,5.0,0.0,0.0,75160.0,49929.0,23600.0,45360.0,45360.0,0
270858,25000, 60 months,14.52,588.47,C,C3,< 1 year,RENT,32000.0,Credit card refinancing,0.0,14816,1745.24,0.0,588.47,5.0,0.0,0.0,46540.0,34532.0,26400.0,19040.0,19040.0,0
270870,8000, 36 months,14.03,273.54,C,C2,10+ years,RENT,30035.0,Other,0.0,4398,1635.0,0.0,273.54,2.0,0.0,0.0,36775.0,25421.0,4000.0,30075.0,30075.0,0
270895,12000, 36 months,15.49,418.87,C,C4,7 years,RENT,55000.0,Home buying,0.0,6379,2911.44,0.0,418.87,5.0,0.0,0.0,62269.0,37478.0,15500.0,44069.0,44069.0,0
270910,24000, 36 months,16.46,849.23,C,C5,3 years,RENT,85000.0,Debt consolidation,0.0,32573,5051.49,0.0,849.23,1.0,0.0,0.0,72476.0,44765.0,23800.0,34376.0,34376.0,0
270931,40000, 60 months,9.58,841.64,B,B1,5 years,MORTGAGE,87000.0,Major purchase,0.0,1179,2503.63,0.0,841.64,3.0,0.0,0.0,311519.0,12740.0,16500.0,16669.0,16669.0,0
270955,35000, 36 months,9.58,1122.47,B,B1,10+ years,MORTGAGE,105000.0,Debt consolidation,0.0,4160,7922.73,56.12,1122.47,6.0,0.0,0.0,91291.0,64597.0,13700.0,70591.0,70591.0,0
271027,20000, 36 months,6.83,615.99,A,A3,10+ years,MORTGAGE,92000.0,Credit card refinancing,0.0,19680,4304.34,0.0,615.99,9.0,0.0,0.0,382824.0,67913.0,69200.0,54324.0,54324.0,0
271028,4800, 36 months,17.47,172.26,D,D1,nan,RENT,48000.0,Debt consolidation,0.0,5862,856.64,0.0,172.26,9.0,0.0,0.0,46540.0,27511.0,7000.0,29840.0,29840.0,0
271044,20000, 60 months,21.85,550.68,D,D5,3 years,MORTGAGE,65000.0,Credit card refinancing,1.0,29995,2729.12,0.0,550.68,7.0,0.0,0.0,365214.0,34857.0,28200.0,11670.0,11670.0,0
271047,13000, 60 months,14.03,302.69,C,C2,6 years,MORTGAGE,90000.0,Debt consolidation,0.0,8630,1355.94,15.13,458.0,12.0,0.0,0.0,580526.0,37426.0,31400.0,34886.0,34886.0,0
271071,8000, 36 months,14.03,273.54,C,C2,8 years,RENT,38000.0,Debt consolidation,0.0,7061,1087.92,0.0,273.54,1.0,0.0,0.0,46387.0,30678.0,8700.0,30187.0,30187.0,0
271083,10000, 36 months,20.39,373.63,D,D4,10+ years,MORTGAGE,54000.0,Debt consolidation,1.0,32945,1109.56,0.0,373.63,3.0,0.0,0.0,191035.0,43262.0,20700.0,21000.0,21000.0,0
271109,12000, 36 months,16.46,424.62,C,C5,10+ years,MORTGAGE,42000.0,Debt consolidation,0.0,14625,2961.37,0.0,424.62,8.0,0.0,0.0,87883.0,65964.0,32300.0,55283.0,55283.0,0
271133,12000, 36 months,19.42,442.43,D,D3,nan,MORTGAGE,24000.0,Debt consolidation,0.0,4650,1314.34,0.0,442.43,2.0,0.0,0.0,31959.0,27777.0,8400.0,23559.0,23559.0,0
271150,5000, 36 months,11.05,163.82,B,B4,10+ years,RENT,43200.0,Other,0.0,3440,1314.49,0.0,327.64,5.0,0.0,0.0,87146.0,31450.0,47700.0,39000.0,39000.0,0
271159,40000, 60 months,12.13,892.41,B,B5,3 years,RENT,83000.0,Vacation,1.0,2101,0.0,0.0,0.0,6.0,0.0,0.0,133322.0,8088.0,112500.0,8622.0,8622.0,0
271212,5000, 36 months,11.05,163.82,B,B4,nan,RENT,17000.0,Debt consolidation,3.0,1684,1143.67,0.0,163.82,3.0,0.0,0.0,7100.0,1684.0,2100.0,0.0,0.0,0
271216,3000, 36 months,23.87,117.5,E,E2,< 1 year,RENT,45000.0,Credit card refinancing,1.0,9904,823.89,0.0,117.5,1.0,0.0,0.0,40424.0,14274.0,6800.0,17724.0,17724.0,0
271227,1500, 36 months,8.08,47.06,A,A5,1 year,MORTGAGE,105000.0,Medical expenses,0.0,7383,328.75,0.0,47.06,6.0,0.0,0.0,463908.0,172923.0,20600.0,186585.0,186585.0,0
271228,4000, 36 months,9.58,128.29,B,B1,10+ years,MORTGAGE,110000.0,Car financing,1.0,282,895.9,0.0,128.29,6.0,0.0,0.0,337926.0,119513.0,10000.0,160126.0,160126.0,0
271253,15000, 36 months,8.08,470.6,A,A5,1 year,RENT,38400.0,Debt consolidation,0.0,16286,3287.47,0.0,470.6,2.0,0.0,0.0,37700.0,16286.0,22800.0,0.0,0.0,0
271262,20000, 36 months,14.03,683.85,C,C2,3 years,MORTGAGE,65000.0,Debt consolidation,0.0,15236,2719.81,0.0,683.85,4.0,0.0,0.0,99144.0,86377.0,18100.0,77944.0,77944.0,0
271312,6000, 36 months,6.83,184.8,A,A3,1 year,RENT,60000.0,Debt consolidation,1.0,1605,1291.32,0.0,184.8,6.0,0.0,0.0,119331.0,81096.0,24000.0,89831.0,89831.0,0
271385,3000, 36 months,18.45,109.14,D,D2,2 years,MORTGAGE,65563.0,Vacation,1.0,3984,106.06,0.0,109.14,1.0,0.0,0.0,191729.0,28020.0,4000.0,37239.0,37239.0,0
271388,19500, 36 months,6.19,594.91,A,A2,7 years,MORTGAGE,72000.0,Debt consolidation,0.0,82280,4150.96,0.0,594.91,6.0,0.0,0.0,563872.0,99985.0,23100.0,22983.0,22983.0,0
271390,11000, 60 months,11.05,239.45,B,B4,nan,RENT,24100.0,Debt consolidation,0.0,1003,1429.95,0.0,239.45,1.0,0.0,0.0,8500.0,1003.0,6500.0,0.0,0.0,0
271398,17000, 60 months,19.42,444.93,D,D3,3 years,OWN,53000.0,Credit card refinancing,2.0,2787,1316.45,0.0,444.93,4.0,0.0,0.0,57234.0,38955.0,3600.0,52134.0,52134.0,0
271461,16000, 36 months,20.39,597.81,D,D4,4 years,MORTGAGE,150000.0,Home buying,2.0,168334,0.0,0.0,0.0,5.0,0.0,0.0,554500.0,176384.0,22200.0,10000.0,10000.0,0
271462,1000, 36 months,18.45,36.38,D,D2,2 years,RENT,42000.0,Medical expenses,0.0,5619,0.0,0.0,0.0,1.0,0.0,0.0,18492.0,13275.0,6900.0,11592.0,11592.0,0
271493,20000, 60 months,16.46,491.27,C,C5,6 years,RENT,70750.0,Debt consolidation,1.0,22226,3420.6,0.0,491.27,4.0,0.0,0.0,70100.0,37145.0,28100.0,34000.0,34000.0,0
271517,32000, 60 months,21.85,881.08,D,D5,1 year,RENT,42240.0,Debt consolidation,1.0,6827,7898.41,0.0,881.08,10.0,0.0,0.0,56995.0,27279.0,15700.0,23795.0,23795.0,0
271530,6000, 36 months,10.56,195.19,B,B3,2 years,RENT,93000.0,Medical expenses,2.0,2959,1362.81,0.0,195.19,5.0,0.0,0.0,122848.0,80098.0,23300.0,89448.0,89448.0,0
271537,20000, 60 months,21.85,550.68,D,D5,3 years,RENT,56000.0,Debt consolidation,1.0,8894,2729.12,0.0,550.68,5.0,0.0,0.0,81344.0,58886.0,10400.0,61644.0,61644.0,0
271570,15000, 36 months,20.39,560.44,D,D4,< 1 year,MORTGAGE,50000.0,Debt consolidation,0.0,3329,3384.7,56.04,588.46,6.0,0.0,0.0,183632.0,23673.0,10200.0,29768.0,29768.0,0
271578,12000, 60 months,21.85,330.41,D,D5,8 years,MORTGAGE,100000.0,Credit card refinancing,1.0,11676,1967.89,0.0,330.41,12.0,0.0,0.0,183053.0,65336.0,5100.0,61826.0,61826.0,0
271590,35000, 60 months,21.85,963.68,D,D5,6 years,MORTGAGE,66000.0,Debt consolidation,0.0,4738,6703.27,0.0,963.68,1.0,0.0,0.0,155816.0,28589.0,8800.0,34772.0,34772.0,0
271639,28000, 60 months,14.52,659.09,C,C3,3 years,RENT,145000.0,Credit card refinancing,0.0,30656,4591.04,0.0,659.09,2.0,0.0,0.0,93598.0,77117.0,32900.0,60698.0,60698.0,0
271657,40000, 60 months,14.52,941.55,C,C3,2 years,RENT,119545.0,Debt consolidation,1.0,6142,1850.83,0.0,941.55,4.0,0.0,0.0,107103.0,63944.0,22800.0,84303.0,84303.0,0
271658,40000, 60 months,14.52,941.55,C,C3,2 years,MORTGAGE,75000.0,Debt consolidation,1.0,7930,5617.03,0.0,941.55,12.0,0.0,0.0,50986.0,25271.0,24000.0,20286.0,20286.0,0
271679,10000, 36 months,11.05,327.63,B,B4,2 years,OWN,50000.0,Other,1.0,0,649.12,0.0,327.63,11.0,0.0,0.0,70991.0,30105.0,37200.0,31891.0,31891.0,0
271710,40000, 60 months,16.46,982.53,C,C5,10+ years,MORTGAGE,113000.0,Home improvement,3.0,6577,1928.48,0.0,982.53,9.0,0.0,0.0,203393.0,136755.0,72500.0,125593.0,125593.0,0
271753,16000, 60 months,25.81,477.25,E,E4,1 year,MORTGAGE,49000.0,Credit card refinancing,1.0,12343,2363.31,0.0,477.25,6.0,0.0,0.0,252655.0,67919.0,23500.0,53405.0,53405.0,0
271766,20000, 60 months,17.47,502.12,D,D1,10+ years,MORTGAGE,58132.0,Debt consolidation,0.0,5054,1486.95,0.0,502.12,4.0,0.0,0.0,184764.0,35207.0,5000.0,28195.0,28195.0,0
271775,14000, 36 months,15.49,488.69,C,C4,10+ years,MORTGAGE,110000.0,Debt consolidation,0.0,11751,3420.09,0.0,488.69,2.0,0.0,0.0,341026.0,11937.0,12000.0,6712.0,6712.0,0
271811,35000, 60 months,10.07,744.86,B,B2,10+ years,MORTGAGE,95000.0,Credit card refinancing,0.0,19528,5221.89,0.0,744.86,1.0,0.0,0.0,384360.0,19528.0,27600.0,0.0,0.0,0
271848,14000, 60 months,14.03,325.98,C,C2,nan,MORTGAGE,0.0,Debt consolidation,0.0,3549,999.01,0.0,357.96,4.0,0.0,0.0,228621.0,31387.0,5000.0,27824.0,27824.0,0
271852,16000, 60 months,20.39,427.39,D,D4,5 years,MORTGAGE,81500.0,Debt consolidation,0.0,15776,2700.09,0.0,556.26,6.0,0.0,0.0,385159.0,89808.0,12900.0,89007.0,89007.0,0
271878,12000, 60 months,15.49,288.58,C,C4,10+ years,MORTGAGE,42000.0,Debt consolidation,0.0,7378,566.83,0.0,288.58,3.0,0.0,0.0,337114.0,7378.0,0.0,0.0,0.0,0
271888,20000, 60 months,17.47,502.12,D,D1,7 years,RENT,64000.0,Credit card refinancing,0.0,12156,3520.54,25.11,502.12,1.0,0.0,0.0,66365.0,56383.0,7800.0,47665.0,47665.0,0
271919,30000, 60 months,20.39,801.35,D,D4,10+ years,OWN,85000.0,Credit card refinancing,0.0,14541,5577.12,0.0,801.35,0.0,0.0,0.0,349500.0,18099.0,14700.0,30000.0,30000.0,0
271923,8400, 36 months,16.46,297.24,C,C5,1 year,RENT,29000.0,Credit card refinancing,1.0,2130,1775.76,0.0,297.24,1.0,0.0,0.0,21502.0,20861.0,4800.0,16202.0,16202.0,0
271958,24000, 60 months,18.45,615.34,D,D2,7 years,MORTGAGE,65000.0,Debt consolidation,1.0,13970,1821.42,0.0,615.34,4.0,0.0,0.0,41000.0,21667.0,20100.0,12000.0,12000.0,0
271962,24000, 60 months,28.72,757.72,F,F1,10+ years,OWN,90000.0,Credit card refinancing,0.0,19673,2234.87,0.0,757.72,8.0,0.0,0.0,310049.0,59355.0,15300.0,55765.0,55765.0,0
272019,18250, 60 months,10.07,388.39,B,B2,1 year,MORTGAGE,34000.0,Car financing,0.0,1293,2724.79,0.0,393.0,1.0,0.0,0.0,298624.0,16886.0,3000.0,17494.0,17494.0,0
272026,30000, 36 months,21.85,1143.39,D,D5,2 years,OWN,55000.0,Major purchase,0.0,454,6938.26,114.34,2343.95,4.0,0.0,0.0,33744.0,31616.0,1800.0,31944.0,31944.0,0
272055,6000, 36 months,14.03,205.16,C,C2,< 1 year,RENT,21600.0,Credit card refinancing,1.0,869,1061.45,45.0,425.32,3.0,0.0,0.0,23926.0,17791.0,3300.0,20626.0,20626.0,0
272064,8775, 36 months,30.17,373.34,F,F3,6 years,RENT,30000.0,Other,2.0,4823,1851.99,0.0,373.34,4.0,0.0,0.0,38437.0,29622.0,4600.0,27537.0,27537.0,0
272085,6500, 36 months,16.46,230.0,C,C5,3 years,MORTGAGE,34000.0,Other,1.0,3274,1604.06,0.0,230.0,11.0,0.0,0.0,154811.0,83271.0,7300.0,76111.0,76111.0,0
272103,17275, 60 months,29.69,555.63,F,F2,7 years,MORTGAGE,70000.0,Debt consolidation,0.0,19361,2308.01,0.0,555.63,4.0,0.0,0.0,266618.0,64211.0,19000.0,71243.0,71243.0,0
272138,25000, 60 months,15.49,601.2,C,C4,2 years,RENT,140000.0,Debt consolidation,3.0,29547,4186.89,0.0,601.2,7.0,0.0,0.0,88694.0,55513.0,43300.0,38594.0,38594.0,0
272139,20000, 60 months,18.45,512.78,D,D2,7 years,MORTGAGE,70000.0,Debt consolidation,1.0,5231,1005.06,0.0,512.78,7.0,0.0,0.0,41576.0,29239.0,8500.0,26276.0,26276.0,0
272160,20400, 60 months,18.45,523.04,D,D2,10+ years,OWN,93970.0,Home improvement,0.0,12428,3640.37,0.0,523.04,3.0,0.0,0.0,460430.0,12428.0,9500.0,0.0,0.0,0
272181,8200, 36 months,24.84,325.34,E,E3,5 years,RENT,36000.0,Debt consolidation,1.0,5865,1346.62,0.0,325.34,3.0,0.0,0.0,52916.0,68294.0,4000.0,42216.0,42216.0,0
272210,15000, 36 months,14.52,516.47,C,C3,10+ years,RENT,49679.0,Debt consolidation,0.0,11370,3603.19,0.0,516.47,3.0,0.0,0.0,342861.0,38378.0,9800.0,36769.0,36769.0,0
272245,14000, 60 months,16.46,343.89,C,C5,1 year,RENT,50000.0,Other,0.0,197,2159.43,51.57,401.21,1.0,0.0,0.0,52366.0,43427.0,1800.0,49566.0,49566.0,0
272256,24000, 36 months,18.45,873.09,D,D2,4 years,RENT,38000.0,Debt consolidation,1.0,10196,1721.58,0.0,873.09,4.0,0.0,0.0,56000.0,19238.0,46000.0,9000.0,9000.0,0
272315,8000, 36 months,17.47,287.1,D,D1,10+ years,MORTGAGE,99000.0,Credit card refinancing,1.0,9516,2001.94,0.0,287.1,5.0,0.0,0.0,136676.0,64182.0,14900.0,66476.0,66476.0,0
272336,12000, 60 months,25.81,357.94,E,E4,5 years,RENT,39000.0,Debt consolidation,2.0,3611,1772.49,0.0,357.94,10.0,0.0,0.0,36324.0,26601.0,4900.0,24124.0,24124.0,0
272353,30000, 36 months,11.05,982.88,B,B4,10+ years,OWN,180000.0,Home improvement,1.0,4626,0.0,0.0,0.0,0.0,0.0,0.0,7800.0,4626.0,7400.0,0.0,0.0,0
272354,30000, 36 months,21.85,1143.39,D,D5,4 years,RENT,50000.0,Debt consolidation,0.0,2284,4537.14,0.0,1143.39,3.0,0.0,0.0,79890.0,31866.0,2000.0,33490.0,33490.0,0
272381,8000, 36 months,14.03,273.54,C,C2,< 1 year,MORTGAGE,70000.0,Debt consolidation,1.0,8815,1908.54,0.0,273.54,6.0,0.0,0.0,547300.0,14491.0,10500.0,7000.0,7000.0,0
272385,2700, 36 months,8.08,84.71,A,A5,9 years,OWN,38000.0,Debt consolidation,0.0,185,337.63,0.0,84.71,3.0,0.0,0.0,18200.0,185.0,16200.0,0.0,0.0,0
272397,7000, 36 months,20.39,261.54,D,D4,1 year,MORTGAGE,72000.0,Home improvement,1.0,3602,7122.51,0.0,5.95,10.0,0.0,0.0,50061.0,33714.0,13500.0,33361.0,33361.0,0
272413,35000, 60 months,14.03,814.94,C,C2,4 years,RENT,158500.0,Vacation,2.0,5656,4047.42,0.0,814.94,3.0,0.0,0.0,59800.0,21109.0,22600.0,28900.0,28900.0,0
272435,17225, 60 months,15.49,414.23,C,C4,10+ years,MORTGAGE,60000.0,Medical expenses,0.0,4035,2933.79,0.0,421.23,7.0,0.0,0.0,188500.0,20395.0,3000.0,17900.0,17900.0,0
272451,10000, 36 months,14.03,341.93,C,C2,3 years,RENT,25000.0,Credit card refinancing,1.0,2724,2407.86,0.0,353.0,5.0,0.0,0.0,6800.0,2724.0,5800.0,0.0,0.0,0
272491,10000, 60 months,21.85,275.34,D,D5,6 years,MORTGAGE,47000.0,Debt consolidation,2.0,1164,1089.22,0.0,275.34,14.0,0.0,0.0,159981.0,31530.0,12100.0,34464.0,34464.0,0
272497,10800, 60 months,20.39,288.49,D,D4,6 years,RENT,58000.0,Debt consolidation,0.0,14258,2007.2,0.0,288.49,3.0,0.0,0.0,73855.0,54479.0,12700.0,47155.0,47155.0,0
272513,5000, 36 months,14.03,170.97,C,C2,9 years,RENT,48000.0,Medical expenses,1.0,4588,509.01,0.0,170.97,2.0,0.0,0.0,12000.0,4588.0,8300.0,0.0,0.0,0
272519,8000, 36 months,15.49,279.25,C,C4,9 years,RENT,40800.0,Other,0.0,12333,1947.87,0.0,279.25,0.0,0.0,0.0,12800.0,12333.0,8300.0,0.0,0.0,0
272520,16000, 36 months,12.13,532.43,B,B5,10+ years,MORTGAGE,89000.0,Home improvement,1.0,423,2651.37,0.0,532.43,8.0,0.0,0.0,59151.0,27166.0,3500.0,50551.0,50551.0,0
272523,10000, 60 months,15.49,240.48,C,C4,3 years,RENT,26000.0,Debt consolidation,1.0,4806,1219.61,0.0,240.48,5.0,0.0,0.0,10600.0,4806.0,7600.0,0.0,0.0,0
272528,35000, 60 months,14.52,823.86,C,C3,3 years,RENT,48747.0,Other,2.0,347,4091.07,0.0,823.86,14.0,0.0,0.0,50800.0,16548.0,24500.0,19000.0,19000.0,0
272559,40000, 60 months,15.49,961.92,C,C4,8 years,MORTGAGE,78000.0,Debt consolidation,1.0,1805,6732.28,0.0,961.92,8.0,0.0,0.0,210293.0,25744.0,10300.0,34556.0,34556.0,0
272570,36000, 36 months,11.05,1179.45,B,B4,10+ years,MORTGAGE,160000.0,Debt consolidation,1.0,21174,8234.05,0.0,1179.45,9.0,0.0,0.0,681461.0,115746.0,33600.0,160471.0,160471.0,0
272593,22000, 60 months,15.49,529.06,C,C4,5 years,MORTGAGE,65000.0,Credit card refinancing,0.0,22111,2626.37,0.0,529.06,8.0,0.0,0.0,268740.0,41140.0,30000.0,20140.0,20140.0,0
272626,35000, 60 months,18.45,897.37,D,D2,3 years,RENT,95000.0,Other,0.0,7054,4537.86,0.0,897.37,8.0,0.0,0.0,52800.0,7054.0,50100.0,0.0,0.0,0
272650,10000, 60 months,30.75,328.16,F,F5,2 years,MORTGAGE,30000.0,Debt consolidation,0.0,6006,1984.7,32.82,328.16,4.0,0.0,0.0,70238.0,60574.0,6500.0,63738.0,63738.0,0
272676,35000, 60 months,12.13,780.86,B,B5,5 years,RENT,120000.0,Debt consolidation,0.0,22028,6222.43,0.0,780.0,4.0,0.0,0.0,74293.0,60042.0,28200.0,40093.0,40093.0,0
272691,12000, 36 months,12.13,399.32,B,B5,< 1 year,MORTGAGE,79500.0,Home improvement,0.0,5261,2387.83,0.0,399.32,6.0,0.0,0.0,87871.0,87179.0,9400.0,78471.0,78471.0,0
272707,23000, 60 months,14.03,535.53,C,C2,10+ years,RENT,75000.0,Debt consolidation,0.0,20034,2677.23,0.0,535.53,4.0,0.0,0.0,100269.0,72904.0,21500.0,74269.0,74269.0,0
272717,35000, 60 months,17.47,878.71,D,D1,5 years,MORTGAGE,151800.0,Debt consolidation,0.0,33101,844.74,0.0,878.71,9.0,0.0,0.0,259233.0,109999.0,41800.0,82180.0,82180.0,0
272722,16000, 60 months,14.52,376.62,C,C3,10+ years,MORTGAGE,125000.0,Debt consolidation,0.0,10551,1116.95,0.0,376.62,7.0,0.0,0.0,312433.0,16367.0,14600.0,8000.0,8000.0,0
272724,20000, 60 months,14.03,465.68,C,C2,10+ years,MORTGAGE,66000.0,Debt consolidation,0.0,4442,1847.13,0.0,465.68,4.0,0.0,0.0,190652.0,71686.0,21900.0,85765.0,85765.0,0
272735,23825, 36 months,11.05,780.57,B,B4,10+ years,OWN,300000.0,Home improvement,1.0,28655,5434.74,0.0,780.57,8.0,0.0,0.0,330280.0,202168.0,36200.0,258654.0,258654.0,0
272745,22400, 60 months,20.39,598.34,D,D4,5 years,RENT,53000.0,Credit card refinancing,1.0,5308,1769.65,0.0,598.34,5.0,0.0,0.0,66250.0,32006.0,27400.0,30250.0,30250.0,0
272784,10000, 36 months,11.05,327.63,B,B4,1 year,RENT,70000.0,Credit card refinancing,3.0,1580,1970.75,0.0,327.63,2.0,0.0,0.0,6000.0,1580.0,5000.0,0.0,0.0,0
272913,30000, 60 months,17.47,753.18,D,D1,1 year,RENT,80000.0,Major purchase,1.0,5453,2230.42,0.0,753.18,10.0,0.0,0.0,28026.0,8015.0,14500.0,9226.0,9226.0,0
272970,20000, 60 months,20.39,534.23,D,D4,3 years,OWN,35000.0,Home improvement,0.0,2003,3770.37,53.42,560.94,6.0,0.0,0.0,174520.0,2003.0,4400.0,0.0,0.0,0
273001,16000, 36 months,23.87,626.64,E,E2,3 years,RENT,71000.0,Debt consolidation,0.0,43008,2577.11,0.0,626.64,1.0,0.0,0.0,81219.0,55111.0,24900.0,30719.0,30719.0,0
273074,15000, 36 months,15.49,523.59,C,C4,3 years,RENT,45000.0,Major purchase,0.0,129,2081.45,0.0,523.59,17.0,0.0,0.0,65890.0,43475.0,8900.0,48290.0,48290.0,0
273116,40000, 36 months,9.58,1282.82,B,B1,5 years,OWN,85000.0,Debt consolidation,1.0,4415,7824.66,0.0,1282.82,8.0,0.0,0.0,69527.0,20794.0,46000.0,22427.0,22427.0,0
273129,26000, 60 months,30.17,843.91,F,F3,2 years,RENT,57600.0,Debt consolidation,1.0,24704,4175.97,0.0,843.91,3.0,0.0,0.0,71915.0,60296.0,23900.0,44515.0,44515.0,0
273158,24000, 36 months,15.49,837.74,C,C4,nan,OWN,36000.0,Debt consolidation,0.0,3932,1696.72,41.89,879.63,1.0,0.0,0.0,6500.0,3932.0,5700.0,0.0,0.0,0
273179,8000, 36 months,14.03,273.54,C,C2,7 years,MORTGAGE,78600.0,Medical expenses,0.0,296,1917.47,0.0,273.54,6.0,0.0,0.0,142176.0,63417.0,6700.0,63967.0,63967.0,0
273195,40000, 60 months,13.06,911.36,C,C1,1 year,RENT,46000.0,Credit card refinancing,1.0,568,1793.7,0.0,911.36,8.0,0.0,0.0,51600.0,568.0,27000.0,0.0,0.0,0
273205,6400, 36 months,11.05,209.68,B,B4,10+ years,OWN,250000.0,Home improvement,0.0,36331,1044.47,0.0,209.68,1.0,0.0,0.0,498100.0,52880.0,37100.0,33000.0,33000.0,0
